name,website,street,phone,email,appfee,web,listing,typed,neighborhoods
64-85 Booth Street,https://www.nybits.com/apartments/64-85_booth_st_qn.html,"
64-85 Booth Street,

Rego Park, NY 11374","
1-718-326-5600 
",,,,,Building,"
Rego Park"
93-23 218th Street,https://www.nybits.com/apartments/93-23_218th_st_qn.html,"
93-23 218th Street,

Queens Village, NY 11428","
1-718-326-5600 
",,,,,Building,"
Queens Village"
94-40 210th Street,https://www.nybits.com/apartments/94-40_210th_st_qn.html,"
94-40 210th Street,

Queens Village,NY 11428","
1-718-326-5600 
",,,,,Building,"
Queens Village"
81-31 Baxter Avenue,https://www.nybits.com/apartments/81-31_baxter_ave_qn.html,"
81-31 Baxter Avenue,

Elmhurst, NY 11373","
1-718-326-5600 
",,,,,Building,"
Elmhurst"
214-35 93rd Avenue,https://www.nybits.com/apartments/214-35_93rd_ave_qn.html,"
214-35 93rd Avenue,

Queens Village, NY 11428","
1-718-326-5600 
",,,,,Building,"
Queens Village"
31-16 68th Street,https://www.nybits.com/apartments/31-16_68th_st_qn.html,"
31-16 68th Street,

Woodside, NY 11377","
1-718-326-5600 
",,,,,Building,"
Woodside"
224-10 Jamaica Avenue,https://www.nybits.com/apartments/224-10_jamaica_ave_qn.html,"
224-10 Jamaica Avenue,

Queens Village, NY 11428","
1-718-326-5600 
",,,,,Building,"
Queens Village"
37-62 80th Street,https://www.nybits.com/apartments/37-62_80th_st_qn.html,"
37-62 80th Street,

Jackson Heights, NY 11372","
1-718-326-5600 
",,,,,Building,"
Jackson Heights"
86-11 Whitney Avenue,https://www.nybits.com/apartments/86-11_whitney_ave_qn.html,"
86-11 Whitney Avenue,

Elmhurst, NY 11373","
1-718-326-5600 
",,,,,Building,"
Elmhurst"
33-24 Parsons Boulevard,https://www.nybits.com/apartments/33-24_parsons_blvd_qn.html,"
33-24 Parsons Boulevard,

New York, NY 11354","
1-718-326-5600 
",,,,,Building,"
Flushing"
36-25 Parsons Boulevard,https://www.nybits.com/apartments/36-25_parsons_blvd_qn.html,"
36-25 Parsons Boulevard,

Flushing, NY 11354","
1-718-326-5600 
",,,,,Building,"
Flushing"
142-02 84th Drive,https://www.nybits.com/apartments/142-02_84th_dr_qn.html,"
142-02 84th Drive,

Jamaica, NY 11435","
1-718-326-5600 
",,,,,Building,"
Jamaica"
84-47 118th Street,https://www.nybits.com/apartments/84-47_118th_st_qn.html,"
84-47 118th Street,

New York, NY 11415","
1-718-326-5600 
",,,,,Building,"
Kew Gardens"
147-11 34th Avenue,https://www.nybits.com/apartments/147-11_34th_ave_qn.html,"
147-11 34th Avenue,

Flushing, NY 11354","
1-718-326-5600 
",,,,,Building,"
Flushing"
139-55 35th Avenue,https://www.nybits.com/apartments/139-55_35th_ave_qn.html,"
139-55 35th Avenue,

Flushing, NY 11354","
1-718-326-5600 
",,,,,Building,"
Flushing"
37-07 147th Street,https://www.nybits.com/apartments/37-07_147th_st_qn.html,"
37-07 147th Street,

Flushing, NY 11354","
1-718-326-5600 
",,,,,Building,"
Flushing"
85-02 139th Street,https://www.nybits.com/apartments/85-02_139th_st_qn.html,"
85-02 139th Street,

Jamaica, NY 11435","
1-718-326-5600 
",,,,,Building,"
Jamaica"
37-52 - 37-56 80th Street,https://www.nybits.com/apartments/37-52_80th_st_qn.html,"
37-52 80th Street,

Jackson Heights, NY 11372","
1-718-326-5600 
",,,,,Building,"
Jackson Heights"
37-51 - 37-55 79th Street,https://www.nybits.com/apartments/37-51_79th_st_qn.html,"
37-51 79th Street,

Jackson Heights, NY 11372","
1-718-326-5600 
",,,,,Building,"
Jackson Heights"
36-14 165th Street,https://www.nybits.com/apartments/36-14_165th_st_qn.html,"
36-14 165th Street,

Flushing, NY 11358","
1-718-326-5600 
",,,,,Building,"
Flushing"
28-06 - 28-22 172nd Street,https://www.nybits.com/apartments/28-06_172nd_street_qn.html,"
28-06 - 28-22 172nd Street,

Flushing, NY 11358","
1-718-326-5600 
",,,,,Building,"
Flushing"
27-10 30th Avenue,https://www.nybits.com/apartments/27-10_30th_ave_qn.html,"
27-10 30th Avenue,

Astoria, NY 11102","
1-718-326-5600 
",,,,,Building,"
Astoria"
118-80 Metropolitan Avenue,https://www.nybits.com/apartments/118-80_metropolitan_ave_qn.html,"
118-80 Metropolitan Avenue,

Kew Gardens, NY 11415","
1-718-326-5600 
",,,,,Building,"
Kew Gardens"
46-01 Skillman Avenue,https://www.nybits.com/apartments/c_46-01_skillman.html,"
","
1-718-326-5600 
",,,,,Building,"
Sunnyside"
46-13 Skillman Avenue,https://www.nybits.com/apartments/46-13_skillman_ave_qn.html,"
46-13 Skillman Avenue,

Sunnyside, NY 11104","
1-718-326-5600 
",,,,,Building,"
Sunnyside"
46-19 Skillman Avenue,https://www.nybits.com/apartments/46-19_skillman_ave_qn.html,"
46-19 Skillman Avenue,

Sunnyside, NY 11104","
1-718-326-5600 
",,,,,Building,"
Sunnyside"
39-86 - 39-92 47th Street,https://www.nybits.com/apartments/39-86_47th_st_qn.html,"
39-92 47th Street,

Sunnyside, NY 11104","
1-718-326-5600 
",,,,,Building,"
Sunnyside"
39-77 46th Street,https://www.nybits.com/apartments/39-77_46th_st_qn.html,"
39-77 46th Street,

Sunnyside, NY 11104","
1-718-326-5600 
",,,,,Building,"
Sunnyside"
39-80 47th Street,https://www.nybits.com/apartments/39-80_47th_st_qn.html,"
39-80 47th Street,

Sunnyside, NY 11104","
1-718-326-5600 
",,,,,Building,"
Sunnyside"
47-09 Skillman Avenue,https://www.nybits.com/apartments/47-09_skillman_ave_qn.html,"
47-09 Skillman Avenue,

Sunnyside, NY 11104","
1-718-326-5600 
",,,,,Building,"
Sunnyside"
49-15 Skillman Avenue,https://www.nybits.com/apartments/49-15_skillman_ave_qn.html,"
49-15 Skillman Avenue,

Woodside, NY 11377","
1-718-326-5600 
",,,,,Building,"
Woodside / Sunnyside"
83-09 35th Avenue,https://www.nybits.com/apartments/83-09_35th_ave_qn.html,"
83-09 35th Avenue,

Jackson Heights, NY 11372","
1-718-326-5600 
",,,,,Building,"
Jackson Heights"
Truffles Tribeca,https://www.nybits.com/apartments/34_desbrosses_st.html,"
34 Desbrosses Street,

New York, NY 10013",,,,"
www.trufflestribeca.com
",,Building,"
TriBeCa"
The Biltmore,https://www.nybits.com/apartments/the_biltmore.html,"
271 West 47th Street,

New York, NY 10036","
212-245-3600 
",,,"
www.thebiltmoreny.com
",,Building,"
Central Midtown"
Parker Towers: 104-20 Queens Blvd,https://www.nybits.com/apartments/104-20_queens_blvd_qn.html,"
104-20 Queens Boulevard,

Forest Hills, NY 11375","
718-275-2452 
",,,,,Building,"
Forest Hills"
Parker Towers: 104-40 Queens Blvd,https://www.nybits.com/apartments/104-40_queens_blvd_qn.html,"
104-40 Queens Boulevard,

Forest Hills, NY 11375","
718-275-2452 
",,,,,Building,"
Forest Hills"
Parker Towers: 104-60 Queens Blvd,https://www.nybits.com/apartments/104-60_queens_blvd_qn.html,"
104-60 Queens Boulevard,

Forest Hills, NY 11375","
718-275-2452 
",,,,,Building,"
Forest Hills"
MARC,https://www.nybits.com/apartments/marc_ny.html,"
260 West 54th Street,

New York, NY 10019","
212-333-3343 
",,,"
www.marcny.com
",,Building,"
Central Midtown"
Renaissance at 100 John,https://www.nybits.com/apartments/100_john.html,"
100 John Street,

New York, NY 10038","
212-489-6666 
",,,"
www.100john.com
",,Building,"
Financial District"
90 W,https://www.nybits.com/apartments/90_w.html,"
90 Washington Street,

New York, NY 10006","
212-785-9090 
",,,"
www.90wnewyork.com
",,Building,"
Financial District"
Ocean 1 West,https://www.nybits.com/apartments/ocean_1_west.html,"
1 West Street,

New York, NY 10004","
212-742-0201 
",,,"
www.ocean1west.com
",,Building,"
Financial District"
The Downtown Club,https://www.nybits.com/apartments/20_west_st.html,"
20 West Street,

New York, NY 10004",,,,"
www.downtownclubny.com
",,Building,"
Financial District"
Atelier,https://www.nybits.com/apartments/atelier.html,"
635 West 42nd Street,

New York, NY 10036",,,,,,Building,"
Hell's Kitchen / Hudson Yards"
123 Washington Street,https://www.nybits.com/apartments/123_washington.html,"
123 Washington Street,

New York, NY 10006",,,,"
www.moiniangroup.com
",,Building,"
Financial District"
The West Coast,https://www.nybits.com/apartments/95_horatio_st.html,"
95 Horatio Street,

New York, NY 10014","
212-727-3500 
",,,"
www.95horatio.com
",,Building,"
West Village"
45 Wall Street,https://www.nybits.com/apartments/45_wall.html,"
45 Wall Street,

New York, NY 10005","
212-797-7000 
",,,"
www.45wall.com
",,Building,"
Financial District"
The Fairfax,https://www.nybits.com/apartments/the_fairfax.html,"
201 East 69th Street,

New York, NY 10021","
212-249-0367 
",,,"
www.thefairfax.com
",,Building,"
Upper East Side"
Plaza West,https://www.nybits.com/apartments/plaza_west.html,"
444 West 35th Street,

New York, NY 10001","
212-672-1000 
",,,,,Building,"
Hudson Yards"
Plaza East,https://www.nybits.com/apartments/plaza_east.html,"
340 East 34th Street,

New York, NY 10016","
212-779-1313 
",,,,,Building,"
Kips Bay"
Chelsea Centro,https://www.nybits.com/apartments/chelsea_centro.html,"
200-220 West 26th Street,

New York, NY 10001","
212-425-0200 
",,,"
tfc.com
",,Building,"
Chelsea"
The Max,https://www.nybits.com/apartments/606_west_57th_st.html,"
606 West 57th Street,

New York, NY ","
212-672-1000 
",,,,,Building,"
Hell's Kitchen"
2 Gold Street,https://www.nybits.com/apartments/2_gold.html,"
2 Gold Street,

New York, NY 10038","
212-672-1000 
",,,"
tfc.com
",,Building,"
Financial District"
455W37,https://www.nybits.com/apartments/455_west_37th_st.html,"
455 West 37th Street,

New York, NY 10018","
212-672-1000 
",,,,,Building,"
Hudson Yards"
505 West 37th Street,https://www.nybits.com/apartments/505_west_37th_st.html,"
505 West 37th Street,

New York, NY 10018","
212-672-1000 
",,,,,Building,"
Hudson Yards"
31-48 Steinway Street,https://www.nybits.com/apartments/31-48_steinway_st_qn.html,"
31-48 Steinway Street,

Astoria, NY 11103","
212-672-1000 
",,,,,Building,"
Astoria"
East Coast @ 45-45 Center Blvd,https://www.nybits.com/apartments/4545_center_blvd_qn.html,"
45-45 Center Boulevard,

Long Island City, NY 11109","
718-606-9440 Rental Office
",,,"
www.eastcoastlic.com
",,Building,"
Long Island City"
East Coast @ 46-10 Center Blvd.,https://www.nybits.com/apartments/4610_center_blvd_qn.html,"
46-10 Center Boulevard,

Long Island City, NY 11109","
718-606-9440 
",,,"
www.eastcoastlic.com
",,Building,"
Long Island City"
East Coast @ 46-15 Center Blvd.,https://www.nybits.com/apartments/4615_center_blvd_qn.html,"
46-15 Center Boulevard,

Long Island City, NY 11109","
718-606-9440 Rental Office
",,,"
www.eastcoastlic.com
",,Building,"
Long Island City"
East Coast: 47-20 Center Blvd,https://www.nybits.com/apartments/4720_center_blvd.html,"
47-20 Center Boulevard,

Long Island City, NY 11109","
718-606-9440 Rental Office
",,,"
www.eastcoastlic.com
",,Building,"
Long Island City"
East Coast: 45-40 Center Blvd,https://www.nybits.com/apartments/4540_center_blvd.html,"
45-40 Center Boulevard,

Long Island City, NY 11109","
718-606-9440 Rental Office
",,,"
www.eastcoastlic.com
",,Building,"
Long Island City"
33 Bond Street,https://www.nybits.com/apartments/33_bond_st_bk.html,"
33 Bond Street,

Brooklyn, NY ",,,,,,Building,"
Downtown Brooklyn"
The View,https://www.nybits.com/apartments/4630_center_blvd_qn.html,"
46-30 Center Boulevard,

Long Island City, NY 11109",,,,,,Building,"
Long Island City"
344 West 12th Street,https://www.nybits.com/apartments/344_west_12th_st.html,"
344 West 12th Street,

New York, NY 10014","
212-206-6000 
",,,,,Building,"
West Village"
221 West 82nd Street,https://www.nybits.com/apartments/221_west_82nd_st.html,"
221 West 82nd Street,

New York, NY 10024","
212-206-6000 
",,,,,Building,"
Upper West Side"
170-172 Spring Street,https://www.nybits.com/apartments/170_spring_st.html,"
170-172 Spring Street,

New York, NY 10012","
212-206-6000 
",,,,,Building,"
SoHo"
215 West 75th Street,https://www.nybits.com/apartments/215_west_75th_st.html,"
215 West 75th Street,

New York, NY 10023","
212-206-6000 
",,,,,Building,"
Upper West Side"
107 Waverly Place,https://www.nybits.com/apartments/107_waverly_place.html,"
107 Waverly Place,

New York, NY 10011","
212-206-6000 
",,,,,Building,"
Central Village"
Tudor Tower,https://www.nybits.com/apartments/25_tudor_city_place.html,"
25 Tudor City Place,

New York, NY 10017","
212-206-6000 
",,,,,Building,"
Murray Hill / Tudor City"
200 West 84th Street,https://www.nybits.com/apartments/200_west_84th_st.html,"
200 West 84th Street,

New York, NY 10024","
212-206-6000 
",,,,,Building,"
Upper West Side"
169 Avenue A,https://www.nybits.com/apartments/169_avenue_a.html,"
169 Avenue A,

New York, NY 10009","
212-206-6000 
",,,,,Building,"
East Village"
7 Dutch Street,https://www.nybits.com/apartments/7_dutch_st.html,"
7 Dutch Street,

New York, NY 10038","
212-206-5694 
",,,,,Building,"
Financial District"
Delmonico's Building,https://www.nybits.com/apartments/56_beaver_st.html,"
56 Beaver Street,

New York, NY 10004","
212-206-6000 
",,,,,Building,"
Financial District"
346 East 20th Street,https://www.nybits.com/apartments/346_350_east_20.html,"
346 East 20th Street,

New York, NY 10003","
212-206-6000 
",,,,,Building,"
Gramercy Park"
41 John Street,https://www.nybits.com/apartments/41_john.html,"
41 John Street,

New York, NY 10038","
212-206-6000 
",,,,,Building,"
Financial District"
27 East 94th Street,https://www.nybits.com/apartments/27_east_94th_st.html,"
27 East 94th Street,

New York, NY 10128","
212-206-6000 
",,,,,Building,"
Carnegie Hill / Upper East Side"
174-176 Spring Street,https://www.nybits.com/apartments/174_spring_st.html,"
174-176 Spring Street,

New York, NY 10012","
212-206-6000 
",,,,,Building,"
SoHo"
214 West 96th Street,https://www.nybits.com/apartments/214_west_96th_street.html,"
214 West 96th Street,

New York, NY 10025","
212-206-6000 
",,,,,Building,"
Upper West Side"
521 Hudson Street,https://www.nybits.com/apartments/521_hudson.html,"
521 Hudson Street,

New York, NY 10014","
212-206-6000 
",,,,,Building,"
West Village"
523 Hudson Street,https://www.nybits.com/apartments/523_hudson.html,"
523 Hudson Street,

New York, NY 10014","
212-206-6000 
",,,,,Building,"
West Village"
525 Hudson Street,https://www.nybits.com/apartments/525_hudson.html,"
525 Hudson Street,

New York, NY 10014","
212-206-6000 
",,,,,Building,"
West Village"
255 West 10th Street,https://www.nybits.com/apartments/255_west_10th_st.html,"
255 West 10th Street,

New York, NY 10014","
212-206-6000 
",,,,,Building,"
West Village"
257 West 10th Street,https://www.nybits.com/apartments/257_west_10th_st.html,"
257 West 10th Street,

New York, NY 10014","
212-206-6000 
",,,,,Building,"
West Village"
240 Sullivan Street,https://www.nybits.com/apartments/240_sullivan.html,"
240 Sullivan Street,

New York, NY 10012","
212-206-6000 
",,,,,Building,"
Central Village"
230 Thompson Street,https://www.nybits.com/apartments/230_thompson.html,"
230 Thompson Street,

New York, NY 10012","
212-206-6000 
",,,,,Building,"
Central Village"
80 Nassau Street,https://www.nybits.com/apartments/80_nassau_street.html,"
80 Nassau Street,

New York, NY 10038","
212-206-6000 
",,,,,Building,"
Financial District"
431 Avenue P,https://www.nybits.com/apartments/431_ave_p_bk.html,"
431 Avenue P,

Brooklyn, NY 11223","
212-206-6000 
",,,,,Building,"
Ocean Parkway"
655 Fifth Avenue,https://www.nybits.com/apartments/655_fifth_ave_bk.html,"
655 Fifth Avenue,

Brooklyn, NY 11215","
212-206-6000 
",,,,,Building,"
Greenwood Heights / South Slope"
201 Clinton Avenue,https://www.nybits.com/apartments/201_clinton_ave.html,"
201 Clinton Avenue,

Brooklyn, NY 11205","
718-797-2200 
",,,,,Building,"
Clinton Hill"
103-44 68th Avenue,https://www.nybits.com/apartments/103-44_68th_ave.html,"
103-44 68th Avenue,

Forest Hills, NY 11375","
212-206-6000 
",,,,,Building,"
Forest Hills"
155 East 37th Street,https://www.nybits.com/apartments/155_east_37th.html,"
155 East 37th Street,

New York, NY 10016",,,,,,Building,"
Murray Hill"
86 West 12th Street,https://www.nybits.com/apartments/86_west_12th_st.html,"
86 West 12th Street,

New York, NY 10011","
973-785-4088 
",,,,,Building,"
Central Village"
30 East 81st Street,https://www.nybits.com/apartments/30_east_81st_st.html,"
30 East 81st Street,

New York, NY 10028","
973-785-4088 
",,,,,Building,"
Upper East Side"
330 West 55th Street,https://www.nybits.com/apartments/330_west_55th_st.html,"
330 West 55th Street,

New York, NY 10019","
973-785-4088 
",,,,,Building,"
Hell's Kitchen"
26-28 Bedford Park Boulevard,https://www.nybits.com/apartments/26_bedford_park_blvd.html,"
26 Bedford Park Boulevard,

Bronx, NY 10468","
973-785-4088 
",,,,,Building,"
Bedford Park"
2861 Bainbridge Avenue,https://www.nybits.com/apartments/2861_bainbridge_ave_bx.html,"
2861 Bainbridge Avenue,

Bronx, NY 10458","
973-785-4088 
",,,,,Building,"
Bedford Park"
95 West 162nd Street,https://www.nybits.com/apartments/95_west_162nd_st_bx.html,"
95 West 162nd Street,

Bronx, NY 10452","
973-785-4088 
",,,,,Building,"
Highbridge"
The Matthew,https://www.nybits.com/apartments/192_bradhurst_ave.html,"
192 Bradhurst Avenue,

New York, NY 10039","
718-654-5555 
",,,,,Building,"
Central Harlem"
Florence Mills,https://www.nybits.com/apartments/267_edgecombe_ave.html,"
267 Edgecombe Avenue,

New York, NY 10031","
718-654-5555 
",,,,,Building,"
Central Harlem / Hamilton Heights / West Harlem"
